"POVINN","REQTYP","REQPOVINN"
NSTP170,K,NSTP142
NSWI087,Z,NSWI120
NSWI088,P,NSWI097
NSWI092,P,NSWI120
NSWI093,K,NSWI045
NSWI095,N,NXXX015
NSWI095,N,NXXX022
NSWI095,N,NXXX023
NSWI095,N,NXXX024
NSWI095,N,NXXX025
NSWI095,N,NXXX030
NSWI095,N,NXXX031
NSWI095,N,NXXX033
NSWI095,N,NXXX065
NSWI095,Z,NSWI177
NSWI097,Z,NSWI120
NSWI098,P,NTIN071
NSZZ026,N,NSZZ031
NSZZ026,Z,NSZZ031
NTIN061,N,NXXX015
NTIN061,N,NXXX022
NTIN061,N,NXXX023
NTIN061,N,NXXX024
NTIN061,N,NXXX025
NTIN061,N,NXXX030
NTIN061,N,NXXX031
NTIN061,N,NXXX033
NTIN061,N,NXXX065
NTIN061,N,NTIX061
NTIN061,Z,NTIX061
NTIN062,Z,NTIN090
NTIN063,K,NTIN062
NTIN063,N,NXXX007
NTIN063,N,NXXX008
NTIN063,N,NXXX009
NTIN063,N,NXXX036
NTIN063,N,NXXX037
NTIN064,P,NTIN090
NTIN065,K,NTIN064
NTIN066,N,NTIX066
NTIN066,Z,NTIX066
NTIN067,K,NTIN066
NTIN071,N,NXXX015
NTIN071,N,NXXX022
NTIN071,N,NXXX023
NTIN071,N,NXXX024
NTIN071,N,NXXX025
NTIN071,N,NXXX030
NTIN071,N,NXXX031
NTIN071,N,NXXX033
NTIN071,N,NXXX065
NTIN071,N,NTIX071
NTIN071,Z,NTIX071
NUFY080,Z,NFUF101
NUFY081,N,NUFY027
NUFY081,Z,NFUF804
NUFY081,Z,NUFY027
NUFY082,Z,NFUF303
NUFY083,Z,NFUF806
NUFY087,Z,NUFY105
NUFY087,Z,NUFY106
NUFY088,Z,NUFY076
NUFY092,Z,NFUF106
NUFY094,N,NFUF302
NUFY094,Z,NFUF302
NUFY095,Z,NUFY076
NUFY096,Z,NFUF205
NUFY097,N,NFUF304
NUFY097,Z,NFUF304
NUFY099,N,NUFY999
NUFY099,Z,NUFY999
NUFY100,N,NFUF204
NUFY100,Z,NFUF204
NUFY101,Z,NFUF103
NUFY102,Z,NFUF201
NUFY103,N,NFUF301
NUFY103,Z,NFUF301
NUFY104,N,NFUF401
NUFY104,Z,NFUF401
NUFZ007,Z,NUFZ018
NUFZ007,Z,NUFZ019
NUFZ008,Z,NUFZ020
NUFZ008,Z,NUFZ021
NUIN015,N,NUIN009
NUIN015,Z,NUIN009
NUIN016,N,NUIN009
NUIN016,Z,NUIN009
NUMP019,Z,NALG034
NUMP019,Z,NALG087
NUMP019,Z,NMAI062
NUMP019,Z,NMUE033
NUMP019,Z,NMUM206
NUMP019,Z,NUMZ010
NUMP019,N,NALG026
NUMP019,N,NALG027
NUMP019,N,NALG034
NUMP019,N,NALG087
NUMP019,N,NMAI062
NUMP019,N,NMUE033
NUMP019,N,NMUM206
NUMP019,N,NUMZ010
NUMP019,Z,NALG026
NUMP019,Z,NALG027
NUMP020,N,NALG027
NUMP020,N,NMAI063
NUMP020,N,NMUM501
NUMP020,Z,NALG027
NUMP020,Z,NMUM501
NDIR021,Z,NMMA407
NDIR045,Z,NMMA405
NMIB004,Z,NMMB304
NMIB013,Z,NMAG436
NMIB017,Z,NMMB437
NMOD038,Z,NMNV627
NRFA050,Z,NMMA401
NZZZ278,Z,MS710S11A
NZZZ279,Z,MS710S11B
NAIL068,N,NXXX019
NAIL068,N,NXXX020
NAIL068,N,NXXX021
NAIL068,N,NXXX038
NAIL068,N,NXXX039
NAIL068,N,NXXX040
NAIL068,N,NXXX067
NAIL068,N,NXXX069
NALG103,Z,NMAG405
NALG104,P,NALG103
NALG104,Z,NMAG450
NBCM122,N,NXXX002
NBCM122,N,NXXX004
NDFY050,N,NDFY001
NDFY050,Z,NDFY001
NDGE023,N,NMUG302
NDGE023,Z,NMUG302
NDIN013,Z,NDIN015
NDIR057,Z,NMMO402
NDIR139,N,NDIR039
NDIR239,K,NDIR139
NDIR239,N,NDIR039
NDMI065,N,NXXX007
NDMI065,N,NXXX008
NDMI065,N,NXXX009
NEVF091,N,NEVF078
NEVF091,Z,NEVF078
NEVF092,N,NEVF078
NEVF092,Z,NEVF078
NEVF093,N,NEVF079
NEVF093,Z,NEVF079
NEVF094,N,NEVF079
NEVF094,Z,NEVF079
NEVF521,N,NEVF510
NEVF521,Z,NEVF510
NEVF522,N,NEVF511
NEVF522,Z,NEVF511
NEVF528,N,NEVF511
NEVF528,Z,NEVF511
NGEO087,P,NGEO086
NMAI065,P,NMAI064
NMIB021,Z,NMMB452
NMOD101,Z,NMNV537
NMOD105,Z,NMNV541
NMOD201,Z,NMNV538
NMOD205,Z,NMNV542
NMUE032,K,NMUE012
NMUE032,N,N#MS006
NMUE032,N,N#MS050
NMUE032,N,NMAI059
NMUE032,N,NSTP014
NMUE032,N,NSTP017
NMUE032,N,NSTP022
NMUE032,N,NSTP070
NMUE032,N,NSTP097
NMUE032,N,NSTP129
NMUE032,N,NSTP177
NMUE032,N,NUMP023
NMUE032,Z,NUMP023
NMUE033,N,NALG026
NMUE033,N,NALG027
NMUE033,N,NALG087
NMUE033,N,NUMP019
NMUE033,N,NUMZ010
NMUE033,Z,NALG026
NMUE033,Z,NALG027
NMUE033,Z,NALG087
NMUE033,Z,NMAI063
NMUE033,Z,NMUM206
NMUE033,Z,NUMP019
NMUE033,Z,NUMZ010
NNUM112,Z,NMNV536
NNUM113,Z,NMNV571
NNUM139,Z,NMNV566
NNUM200,Z,NMNV561
NNUM212,K,NNUM112
NNUM213,Z,NMNV466
NNUM239,Z,NMNV566
NNUM300,Z,NMNV562
NPED027,N,NPED006
NPED027,N,NPED026
NPED027,Z,NPED006
NPED027,Z,NPED026
NPED028,N,NPED006
NPED028,N,NPED026
NPED028,Z,NPED006
NPED028,Z,NPED026
NPED033,N,NMUM807
NPED033,N,NPED024
NPED033,Z,NMUM807
NPED033,Z,NPED024
NPED033,Z,NPEP403
NPFL059,K,NPFL058
NPFL061,N,NDBI020
NPFL061,Z,NDBI020
NPFL062,K,NPFL061
NPFL062,N,NDBI020
NPFL062,Z,NDBI020
NPFL066,K,NPFL065
NPGR017,K,NPGR003
NPGR018,K,NPGR017
NPRG035,N,NXXX022
NPRG035,N,NXXX023
NPRG035,N,NXXX024
NPRG035,N,NXXX025
NPRG035,N,NXXX030
NPRG035,N,NXXX031
NPRG035,N,NXXX033
NPRG035,N,NXXX065
NPRG035,N,NPRX035
NPRG035,N,NPRX035
NPRG035,N,NXXX022
NPRG035,N,NXXX023
NPRG035,N,NXXX024
NPRG035,N,NXXX025
NPRG035,N,NXXX030
NPRG035,N,NXXX031
NPRG035,N,NXXX033
NPRG035,N,NXXX065
NPRG035,P,NPRG031
NPRG035,Z,NPRX035
NPRG035,Z,NPRX035
NPRG036,N,NXXX014
NPRG036,N,NXXX015
NPRG036,N,NXXX016
NPRG036,N,NXXX017
NPRG036,N,NXXX022
NPRG036,N,NXXX023
NPRG036,N,NXXX024
NPRG036,N,NXXX025
NPRG036,N,NXXX030
NPRG036,N,NXXX031
NPRG036,N,NXXX033
NPRG036,N,NPRX036
NPRG036,Z,NPRX036
NPRG037,N,NXXX038
NPRG037,N,NXXX039
NPRG037,N,NXXX040
NPRG037,N,NXXX067
NPRG037,N,NXXX069
NPRG037,N,NPRX037
NPRG037,Z,NPRX037
NPRM044,N,NDGE024
NPRM044,N,NPRG030
NPRM044,Z,NDGE024
NPRM044,Z,NMIN101
NPRM044,Z,NPRG030
NPRM045,N,NDGE025
NPRM045,N,NPRG031
NPRM045,Z,NDGE025
NPRM045,Z,NMIN102
NPRM045,Z,NPRG031
NPRM046,N,NPRG005
NSWI102,K,NSWI093
NSWI105,P,NPRG031
NSZZ027,Z,NSZB002
NSZZ027,Z,NSZB007
NSZZ027,Z,NSZB011
NTIN076,K,NTIN075
NUAS013,N,NUOS009
NUAS014,N,NUAS004
NUAS018,K,NSWI096
NUAS020,N,NUOS009
NUMP023,K,NUMP013
NUMP023,N,NMUM404
NUMP023,Z,NMUM404
NUMZ010,N,NMUM105
NUMZ010,Z,NMUM105
NUMZ011,N,NMUM206
NUMZ011,Z,NMUM206
NBCM081,P,NBCM074
NBCM081,P,NBCM075
NMET016,Z,NMET035
NBCM111,Z,NOFY079
NDIR051,Z,NMMA531
NMAT091,N,NMAG467
NMAT091,Z,NMAG467
NMIB002,Z,NMMB405
NPGR014,N,NMAI025
NPGR014,N,NMUE005
NPGR014,N,NMUE006
NPGR014,N,NUMP010
NPGR014,N,NUMP011
NPGR014,Z,NMAI025
NRFA051,Z,NMMA401
NRFA054,Z,NMMA402
NSWI091,P,NSWI109
NAIL067,K,NAIL066
NAIL075,K,NAIL054
NDGE020,N,NMUG401
NDGE020,Z,NMUG401
NDGE021,N,NMUG402
NDGE021,Z,NMUG402
NDGE022,N,NMUG301
NDGE022,Z,NMUG301
NEVF089,N,NEVF011
NEVF089,N,NEVF040
NEVF089,N,NEVF041
NEVF089,N,NEVF042
NEVF089,N,NEVF043
NEVF089,Z,NEVF011
NEVF089,Z,NEVF040
NEVF089,Z,NEVF041
NEVF089,Z,NEVF042
NEVF089,Z,NEVF043
NMOD104,N,NMNM334
NMOD204,K,NMOD104
NMOD204,N,NMNM334
NPED034,N,NMUM805
NPED034,N,NPEP401
NPED034,Z,NMUM805
NPED034,Z,NPEP401
NPED035,N,NMUM806
NPED035,N,NPEP402
NPED035,Z,NMUM806
NPED035,Z,NPEP402
NPFL070,N,NXXX011
NPFL070,N,NXXX012
NPFL070,N,NXXX013
NPFL070,N,NXXX070
NPFL070,N,NXXX071
NSWI101,N,NXXX010
NSWI101,N,NXXX026
NSWI101,N,NXXX027
NSWI101,N,NXXX028
NSWI101,N,NXXX029
NSWI101,N,NXXX032
NSWI101,N,NXXX034
NSWI101,N,NXXX035
NSWI101,N,NXXX068
NTIN081,K,NTIN063
NUAS016,N,NUAS006
NUFY105,N,NUFY087
NUFY106,N,NUFY087
NUFY106,P,NUFY105
NUFY106,Z,NPEP604
NUFY108,N,NUFY044
NUFY108,Z,NUFY044
NUFY111,N,NUFY044
NUFY111,Z,NUFY044
NUFZ018,N,NPRF028
NUFZ018,N,NUFZ007
NUFZ018,Z,NPRF028
NUFZ018,Z,NUFZ007
NUFZ019,N,NPRF028
NUFZ019,N,NUFZ007
NUFZ019,Z,NPRF028
NUFZ019,Z,NUFZ007
NUFZ020,N,NUFY051
NUFZ020,N,NUFZ008
NUFZ020,Z,NUFY051
NUFZ020,Z,NUFZ008
NUFZ021,N,NUFY051
NUFZ021,N,NUFZ008
NUFZ021,Z,NUFY051
NUFZ021,Z,NUFZ008
NUMZ012,Z,NMUM106
NUMZ013,Z,NMUM205
NALG105,K,NALG103
NALG107,Z,NMAG621
NDBI030,P,NDBI007
NDBI030,P,NDBI025
NDIR240,Z,NMMA621
NDIR241,Z,NMMA622
NDIR244,P,NDIR242
NDMI068,P,NDMI011
NDMI069,P,NDMI011
NMET061,N,NXXX003
NMET062,N,NXXX003
NPFL074,K,NPFL073
NPRG038,K,NPRG035
NPRG038,N,NXXX014
NPRG038,N,NXXX015
NPRG038,N,NXXX016
NPRG038,N,NXXX017
NPRG038,N,NXXX022
NPRG038,N,NXXX023
NPRG038,N,NXXX024
NPRG038,N,NXXX025
NPRG038,N,NXXX030
NPRG038,N,NXXX031
NPRG038,N,NXXX033
NPRG038,N,NPRX038
NPRG038,Z,NPRX038
NSTP175,Z,NMFM535
NSTP176,K,NDIR041
NSTP176,Z,NMTP562
NSTP178,Z,NMST611
NSWI107,P,NDBI010
NSWI107,P,NPRG013
NSWI110,P,NPRG032
NSWI111,K,NSWI045
NDMI019,N,NDMI035
NDMI019,Z,NDMI035
NPFL054,N,NPFL129
NPFL054,Z,NPFL129
NAIL069,N,NXXX019
NAIL069,N,NXXX020
NAIL069,N,NXXX021
NAIL069,N,NXXX038
NAIL069,N,NXXX039
NAIL069,N,NXXX040
NAIL069,N,NXXX067
NAIL069,N,NXXX069
NAIL077,K,NAIL076
NAIL078,N,NXXX038
NAIL078,N,NXXX039
NAIL078,N,NXXX040
NAIL078,N,NXXX067
NAIL078,N,NXXX069
NAIL079,K,NAIL078
NEVF090,N,NEVF011
NEVF090,N,NEVF040
NEVF090,N,NEVF041
NEVF090,N,NEVF042
NEVF090,N,NEVF043
NEVF090,Z,NEVF011
NEVF090,Z,NEVF040
NEVF090,Z,NEVF041
NEVF090,Z,NEVF042
NEVF090,Z,NEVF043
NGEM036,P,NGEM011
NGEM036,Z,NMAG566
NMAF045,K,NMET008
NMAF045,N,NMAF015
NMAF045,Z,NMAF015
NMAF046,K,NMET008
NMAF046,N,NMAF015
NMAF046,Z,NMAF015
NPED031,N,NPED012
NPED031,N,NPED025
NPED031,Z,NPED012
NPED031,Z,NPED025
NPED032,N,NPED012
NPED032,N,NPED025
NPED032,Z,NPED012
NPED032,Z,NPED025
NPFL063,N,NXXX011
NPFL063,N,NXXX012
NPFL063,N,NXXX013
NPFL063,N,NXXX014
NPFL063,N,NXXX016
NPFL063,N,NXXX017
NPFL063,N,NXXX070
NPFL063,N,NXXX071
NPFL064,K,NPFL063
NPFL067,N,NXXX011
NPFL067,N,NXXX012
NPFL067,N,NXXX013
NPFL067,N,NXXX038
NPFL067,N,NXXX039
NPFL067,N,NXXX040
NPFL067,N,NXXX067
NPFL067,N,NXXX069
NPFL067,N,NXXX070
NPFL067,N,NXXX071
NPFL068,K,NPFL067
NPFL068,N,NXXX011
NPFL068,N,NXXX012
NPFL068,N,NXXX013
NPFL068,N,NXXX038
NPFL068,N,NXXX039
NPFL068,N,NXXX040
NPFL068,N,NXXX067
NPFL068,N,NXXX069
NPFL068,N,NXXX070
NPFL068,N,NXXX071
NPFL072,K,NPFL071
NRFA070,K,NRFA006
NSTP172,Z,NMST535
NTIN073,P,NTIN064
NTIN074,K,NTIN073
NUAS015,N,NUAS005
NAIL081,K,NAIL059
NMOD207,Z,NMMO461
NPFL075,N,NPFX075
NPFL075,N,NXXX011
NPFL075,N,NXXX012
NPFL075,N,NXXX013
NPFL075,N,NXXX070
NPFL075,N,NXXX071
NPFL075,Z,NPFX075
NSTP177,N,N#MS037
NSTP177,N,N#MS050
NSTP177,N,NMAI059
NSTP177,N,NMSA202
NSTP177,N,NSTP014
NSTP177,N,NSTP022
NSTP177,N,NSTP070
NSTP177,N,NSTP129
NALG034,P,N#AL301
NALG034,Z,N#IA001
NALG034,Z,NMAI062
NALG051,Z,NMMB453
NALG109,Z,NMAG435
NALG112,Z,NMAG451
NFAP045,Z,NMFM303
NFAP046,Z,NMFM304
NJAZ076,Z,NJAZ091
NJAZ077,Z,NJAZ091
NMET067,N,NXXX003
NMOD040,Z,NMMO404
NPFL076,K,NPFL070
NPGR021,N,NPGX021
NPGR021,N,NXXX050
NPGR021,N,NXXX019
NPGR021,N,NXXX020
NPGR021,N,NXXX021
NPGR021,Z,NPGX021
NSTP179,Z,NMST436
NSTP182,K,NSTP181
NSTP185,Z,NMFM614
NSTP186,Z,NMTP462
NSTP187,Z,NMTP578
NSTP189,Z,NMSA600
NSWI113,P,NPRG032
NSWI114,K,NSWI110
NSWI114,P,NPRG032
NSWI115,N,NCGD001
NSWI115,Z,NCGD001
NSWI116,P,NSWI140
NSZU006,Z,NSZU010
NTIN084,N,NXXX036
NTIN084,N,NXXX037
NTIN085,N,NXXX036
NTIN085,N,NXXX037
NTIN086,N,NXXX036
NTIN086,N,NXXX037
NFYM014,N,NFYM012
NFYM014,Z,NFYM012
NFYM015,N,NFYM012
NFYM015,Z,NFYM012
NGEM037,P,NGEM034
NJSF107,N,NJSF045
NJSF107,Z,NJSF045
NJSF108,N,NJSF045
NJSF108,Z,NJSF045
NMOD206,Z,NMMO461
NAIL086,K,NAIL025
NAIL086,N,NAIX086
NAIL086,N,NXXX038
NAIL086,N,NXXX039
NAIL086,N,NXXX040
NAIL086,N,NXXX067
NAIL086,N,NXXX069
NAIL086,Z,NAIX086
NDBI031,N,NXXX038
NDBI031,N,NXXX039
NDBI031,N,NXXX040
NDBI031,N,NXXX067
NDBI031,N,NXXX069
NALG117,Z,NMAG563
NDIR066,Z,NMMO536
NDIR142,Z,NMMO621
NDIR143,Z,NMMO622
NGEO093,K,NMAF001
NMOD042,Z,NMMO539
NMOD043,Z,NMMO541
NMOD140,Z,NMMO623
NNUM067,Z,NMNV436
NNUM069,Z,NMNV540
NNUM070,Z,NMNV621
NNUM083,Z,NMNV622
NPRG041,N,NPRX041
NPRG041,N,NXXX022
NPRG041,N,NXXX023
NPRG041,N,NXXX024
NPRG041,N,NXXX025
NPRG041,N,NXXX030
NPRG041,N,NXXX031
NPRG041,N,NXXX033
NPRG041,N,NXXX065
NPRG041,P,N#IA024
NPRG041,P,N#IA028
NPRG041,Z,NPRX041
NPRG043,N,NXXX010
NPRG043,N,NXXX019
NPRG043,N,NXXX020
NPRG043,N,NXXX021
NPRG043,N,NXXX026
NPRG043,N,NXXX027
NPRG043,N,NXXX028
NPRG043,N,NXXX029
NPRG043,N,NXXX032
NPRG043,N,NXXX034
NPRG043,N,NXXX035
NPRG043,N,NXXX068
NPRG043,N,NPRX043
NPRG043,Z,NPRX043
NPRG044,K,NPRG013
NRFA071,Z,NMMA433
NRFA072,Z,NMMA434
NSWE001,N,NXXX010
NSWE001,N,NXXX026
NSWE001,N,NXXX034
NSWE001,N,NXXX035
NSWE001,N,NXXX038
NSWE001,N,NXXX039
NSWE001,N,NXXX040
NSWE001,N,NXXX067
NSWE001,N,NXXX069
NSWI125,K,NSWI084
NSWI126,N,NXXX010
NSWI126,N,NXXX022
NSWI126,N,NXXX023
NSWI126,N,NXXX024
NSWI126,N,NXXX025
NSWI126,N,NXXX026
NSWI126,N,NXXX027
NSWI126,N,NXXX028
NSWI126,N,NXXX029
NSWI126,N,NXXX030
NSWI126,N,NXXX031
NSWI126,N,NXXX032
NSWI126,N,NXXX034
NSWI126,N,NXXX035
NSWI126,N,NXXX068
NMIB012,Z,NMMB534
NAIL084,K,NAIL083
NSWI119,P,NSWI095
NALG050,Z,NMMB453
NFAP053,Z,NMFM531
NPFL083,N,NXXX011
NPFL083,N,NXXX012
NPFL083,N,NXXX013
NPFL083,N,NXXX070
NPFL083,N,NXXX071
NSWI123,P,NPRG034
NALG129,Z,NMAG466
NDMI074,N,NXXX007
NDMI074,N,NXXX009
NDMI074,N,NXXX036
NDMI074,N,NXXX037
NMAF051,N,NOFY151
NMAF051,Z,NOFY151
NMAF052,N,NOFY152
NMAF052,Z,NOFY152
NMAF061,N,NOFY161
NMAF061,Z,NOFY161
NMAF062,N,NOFY162
NMAF062,Z,NOFY162
NMIB103,Z,NMMB403
NOPT048,N,NXXX015
NOPT048,N,NXXX022
NOPT048,N,NXXX023
NOPT048,N,NXXX024
NOPT048,N,NXXX025
NOPT048,N,NXXX030
NOPT048,N,NXXX031
NOPT048,N,NXXX033
NOPT048,N,NOPX048
NOPT048,Z,NOPX048
NPRG045,N,NPRG034
NPRG045,P,NPRG031
NPRG047,K,NPRG030
NPRG047,N,NMIN102
NPRG047,N,NPRG031
NPRG047,N,NPRM045
NPRG048,K,NPRG031
NPRG048,N,NPRG013
NPRG048,N,NPRG029
NPRG048,N,NPRG035
NPRG048,N,NPRG041
NPRM047,K,NPRM044
NPRM047,N,NPRG031
NPRM047,N,NPRM045
NPRM048,K,NPRM045
NPRM048,N,NPRG031
NRFA079,Z,NMMA435
NRFA080,Z,NMMA436
NSTP190,Z,NMTP612
NSTP228,K,NSTP201
NSTP228,K,NSTP202
NSTP229,K,NSTP228
NSWI131,N,NXXX010
NSWI131,N,NXXX026
NSWI131,N,NXXX027
NSWI131,N,NXXX028
NSWI131,N,NXXX029
NSWI131,N,NXXX032
NSWI131,N,NXXX034
NSWI131,N,NXXX035
NSWI131,N,NXXX068
NSWI132,N,NXXX010
NSWI132,N,NXXX026
NSWI132,N,NXXX034
NSWI132,N,NXXX035
NTIN090,N,NTIN062
NTIN090,N,NTIX090
NTIN090,N,NXXX007
NTIN090,N,NXXX008
NTIN090,N,NXXX009
NTIN090,N,NXXX010
NTIN090,N,NXXX011
NTIN090,N,NXXX012
NTIN090,N,NXXX013
NTIN090,N,NXXX019
NTIN090,N,NXXX020
NTIN090,N,NXXX021
NTIN090,N,NXXX026
NTIN090,N,NXXX027
NTIN090,N,NXXX028
NTIN090,N,NXXX029
NTIN090,N,NXXX032
NTIN090,N,NXXX034
NTIN090,N,NXXX035
NTIN090,N,NXXX036
NTIN090,N,NXXX037
NTIN090,N,NXXX038
NTIN090,N,NXXX039
NTIN090,N,NXXX040
NTIN090,N,NXXX051
NTIN090,N,NXXX052
NTIN090,N,NXXX053
NTIN090,N,NXXX056
NTIN090,N,NXXX066
NTIN090,N,NXXX067
NTIN090,N,NXXX068
NTIN090,N,NXXX069
NTIN090,N,NXXX070
NTIN090,N,NXXX071
NTIN090,Z,N#IA022
NTIN090,Z,NTIX090
NBCM110,N,NFPL010
NBCM110,N,NJSF060
NBCM110,N,NJSF094
NBCM110,N,NOFY042
NBCM110,N,NOFY045
NBCM110,N,NOFY075
NBCM110,N,NTMF066
NBCM110,Z,NOFY075
NMAI066,P,NMAI064
NUAS012,N,NUOS009
NUAS017,N,NUAS007
NMAA082,Z,NMAA002
NMOD041,Z,NMMO403
NSTP183,K,NSTP021
NSTP183,Z,NMST431
NFAP054,K,NFAP053
NFAP054,Z,NMFM532
NPFL082,N,NXXX011
NPFL082,N,NXXX012
NPFL082,N,NXXX013
NPFL082,N,NXXX070
NPFL082,N,NXXX071
NRFA074,Z,NMMA565
NRFA075,N,NRFA006
NRFA075,P,N#AA301
NRFA075,P,N#AA302
NRFA075,Z,NMMA342
NRFA076,Z,NMMA534
NEKN041,K,N#MS063
NEKN041,Z,NMEK432
NMAF063,Z,NMAF044
NPFL087,N,NXXX011
NPFL087,N,NXXX012
NPFL087,N,NXXX013
NPFL087,N,NXXX070
NPFL087,N,NXXX071
NPGR026,N,NXXX010
NPGR026,N,NXXX019
NPGR026,N,NXXX020
NPGR026,N,NXXX021
NPGR026,N,NXXX026
NSTP191,K,NSTP201
NSTP191,Z,NMSA331
NSTP194,Z,NMSA407
NSTP196,K,NSTP202
NSTP196,P,NSTP194
NSTP196,P,NSTP201
NSTP197,K,NSTP196
NSTP197,P,NSTP194
NSTP201,Z,NMSA331
NSTP202,K,NSTP201
NSTP202,Z,NMSA332
NSTP238,Z,NMSA334
NSTP239,Z,NMSA409
NALG124,Z,NMAG567
NALG125,Z,NMAG562
NALG128,Z,NMAG446
NDIR246,Z,NMMO562
NPRG051,K,NPRG041
NPRG051,N,NXXX014
NPRG051,N,NXXX015
NPRG051,N,NXXX016
NPRG051,N,NXXX017
NPRG051,N,NXXX022
NPRG051,N,NXXX023
NPRG051,N,NXXX024
NPRG051,N,NXXX025
NPRG051,N,NXXX030
NPRG051,N,NXXX031
NPRG051,N,NXXX033
NPRG051,N,NPRX051
NPRG051,Z,NPRX051
NRFA082,Z,NMMA561
NRFA083,Z,NMMA562
NSWI136,P,NSWI101
NSWI137,P,NSWI065
NPRF023,N,NHIF029
NPRF023,N,NHII010
NPRF023,N,NPRG004
NPRF023,N,NPRM001
NPRF023,Z,NHIF029
NPRF023,Z,NHII010
NPRF023,Z,NPRG004
NPRF023,Z,NPRM001
NALG111,N,NMAT066
NPED042,P,NPED022
NSWI117,P,NSWI096
NUFY116,P,NUFY115
NALG042,Z,NMAI163
NFAP051,Z,NMFM613
NSWI124,K,NPRG036
NDMI073,N,NXXX007
NDMI073,N,NXXX008
NDMI073,N,NXXX009
NDMI073,N,NXXX051
NDMI073,N,NXXX052
NDMI073,N,NXXX053
NPRG046,K,NPRG045
NPRG046,N,NPRG034
NSTP192,K,NSTP202
NSTP192,Z,NMSA332
NSZZ030,N,NSZZ026
NSZZ030,N,NSZZ031
NSZZ030,Z,NSZZ026
NSZZ030,Z,NSZZ031
NSWI135,P,NDBI025
NSWI135,P,NPRG036
NAIL101,N,NXXX038
NAIL101,N,NXXX039
NAIL101,N,NXXX040
NAIL101,N,NXXX067
NAIL101,N,NXXX069
NALG138,Z,NMAG564
NDIR247,Z,NMNV567
NFPL303,K,NFPL302
NFPL303,Z,MFPL303
NMIB028,Z,NMMB451
NMIB029,Z,NMMB436
NRFA106,N,NRFA075
NRFA106,P,N#AF300
NRFA106,Z,NMMA931
NRFA106,Z,NRFA009
NSTP044,Z,NMTP541
NTIN093,P,NAIL021
NTIN094,P,NAIL021
NTMF066,N,NBCM110
NTMF066,N,NFPL010
NTMF066,N,NJSF060
NTMF066,N,NJSF094
NTMF066,N,NOFY042
NTMF066,N,NOFY045
NTMF066,N,NOFY076
NTMF066,Z,NJSF094
NTMF066,Z,NOFY076
NTMF067,K,NTMF066
NTMF067,N,NBCM111
NTMF067,N,NJSF061
NTMF067,N,NJSF095
NTMF067,N,NOFY046
NTMF067,Z,NJSF095
NFAP047,Z,NMFM405
NFAP048,K,NFAP047
NFAP048,Z,NMFM406
NFAP049,Z,NMFM611
NFAP050,Z,NMFM612
NFAP052,Z,NMFM602
NMOD044,Z,NMMO535
NMOD144,Z,NMMO624
NPFL081,N,NPFL136
NPFL081,Z,NPFL136
NSTP195,K,NSTP194
NSTP195,Z,NMSA407
NSTP198,K,NSTP238
