"POVINN","UCIT"
NBCM094,"11621"
NBCM094,"11168"
NMAG454,"23705"
NMAG458,"11465"
NMMA201,"43666"
NFPL211,"39246"
NOFY071,"11300"
NPFL100,"11010"
NBCM233,"12591"
NPRG030,"65461"
NOOE005,"14070"
NPRG045,"93278"
NCGD010,"40505"
NMMB621,"50002"
NJAZ091,"64280"
NJAZ091,"88357"
NPFL112,"13277"
NDMI118,"82351"
NMTP521,"10935"
NPRG013,"17077"
NEVF115,"11431"
NEVF126,"11604"
NEVF144,"12437"
NEVF146,"12800"
NEVF173,"11320"
NEVF173,"25601"
NEVF191,"12681"
NEVF192,"11706"
NEVF526,"11564"
NEVF535,"11064"
NFOE018,"25006"
NFOE021,"21310"
NFOE024,"12494"
NFPL018,"11426"
NDMI084,"93912"
NMEK603,"11345"
NMET035,"12089"
NPRG041,"24712"
NAIL062,"14650"
NMSA333,"10730"
NFPL045,"12687"
NFPL066,"11337"
NFPL079,"18385"
NFPL093,"11078"
NFPL098,"11078"
NFPL103,"12704"
NFPL145,"11926"
NFPL145,"33074"
NFPL132,"11323"
NFPL132,"11447"
NJSF006,"11305"
NJSF123,"11825"
NJSF152,"11498"
NFUF832,"34165"
NFPL156,"10863"
NFPL175,"11438"
NFPL204,"12478"
NFPL306,"18969"
NMNV412,"25061"
NFUF301,"11727"
NFUF801,"11570"
NFUF801,"11849"
NFUF804,"13827"
NFUF813,"11570"
NMAG262,"11769"
NFUF820,"12310"
NMAG335,"12428"
NGEO101,"12798"
NGEO102,"13396"
NCHF071,"12416"
NCHF071,"75779"
NOOE002,"11830"
NOFY024,"11977"
NOFY024,"11524"
NAIL126,"97863"
NJAZ092,"11567"
NJAZ104,"76387"
NMAG452,"11469"
NJSF132,"12432"
NJSF134,"11453"
NJSF139,"37918"
NJSF145,"11825"
NJSF148,"12541"
NJSF193,"11727"
NMIN111,"11329"
NMAG111,"94292"
NMAG534,"12450"
NMMO302,"89529"
NMMO564,"66260"
NMAG444,"11572"
NMAG469,"56084"
NMAG533,"12450"
NMAI065,"11774"
NDMI106,"11406"
NMET072,"12089"
NMET079,"11174"
NMET514,"12089"
NMET517,"11770"
NMET529,"12960"
NOFY024,"17393"
NFUF203,"12706"
NMET020,"12089"
NMET031,"12634"
NMET068,"11160"
NMET074,"13359"
NMET520,"12258"
NMET525,"13635"
NMET527,"13359"
NMET532,"12811"
NMET533,"12089"
NMET536,"11160"
NMFM101,"12354"
NMFP531,"24327"
NMIN203,"11664"
NMTP578,"10935"
NMMA455,"12360"
NMMA456,"12360"
NMMA461,"11336"
NMMB409,"65702"
NMMB473,"10895"
NMMO535,"11259"
NMNM201,"20877"
NMNV463,"12850"
NMNV623,"46879"
NMET021,"11599"
NJSF192,"11305"
NMSA331,"12631"
NMSA409,"13759"
NFPL308,"12836"
NMTD511,"10728"
NMTD511,"20791"
NMTM262,"12731"
NMTM305,"17787"
NMTM505,"12720"
NMTM511,"17787"
NMTM511,"20791"
NMTP535,"11769"
NMTP543,"11741"
NTVY019,"71059"
NTVY019,"11152"
NTVY019,"16590"
NMFM260,"76132"
NMAF026,"41772"
NOFY031,"16400"
NOFY036,"11605"
NOFY077,"13359"
NMSA211,"11576"
NMMB212,"64736"
NMMA101,"43666"
NOFY029,"20679"
NOOE046,"20021"
NOOE068,"11629"
NOPT018,"12426"
NMAI056,"12486"
NPFL004,"11010"
NPFL063,"11597"
NPFL070,"11275"
NPFL073,"11310"
NPFL094,"12356"
NPFL095,"15807"
NMMA301,"12970"
NAFY037,"17393"
NAFY084,"17393"
NAFY103,"11591"
NAIL002,"11369"
NAIL073,"11822"
NAIL116,"11369"
NAIL128,"68160"
NPGR035,"62433"
NPGR037,"62433"
NPGR041,"62433"
NPRF005,"63390"
NMTM203,"10728"
NPRG045,"62433"
NPRG045,"12406"
NPRG045,"12087"
NPRG045,"12471"
NPRG045,"11288"
NPRG045,"54720"
NPRG045,"44325"
NPRG062,"11845"
NMFP409,"85804"
NAST004,"12148"
NAST010,"13184"
NAST017,"11486"
NAST017,"24188"
NAST039,"13184"
NAST040,"43478"
NBCM014,"11212"
NBCM027,"12621"
NBCM059,"11347"
NBCM070,"24235"
NBCM071,"11348"
NBCM076,"13000"
NBCM095,"11168"
NBCM095,"12628"
NPRG062,"11329"
NPRG070,"10854"
NPRG078,"11845"
NSWI089,"11615"
NSWI142,"65502"
NSWI183,"11288"
NTIN043,"12997"
NTIN046,"11369"
NTIN070,"12418"
NTIN061,"32286"
NTIN061,"23828"
NBCM044,"11600"
NBCM044,"11410"
NBCM120,"11410"
NBCM223,"11593"
NBCM324,"11304"
NBCM324,"12955"
NTMF022,"11825"
NTMF036,"12454"
NTMF101,"12921"
NTVY006,"11671"
NTVY014,"11152"
NTVY014,"11877"
NTVY014,"70151"
NTVY014,"71059"
NTVY016,"11239"
NUOS005,"12406"
NAFY001,"24737"
NMAI040,"12486"
NDFY081,"11550"
NDGF010,"12364"
NDGF022,"11525"
NBCM241,"25006"
NDMI009,"11108"
NDMI084,"13014"
NDMI089,"11306"
NDMI111,"12426"
NDMI111,"42629"
NMMA457,"11491"
NMMA454,"92037"
NFPL220,"12435"
NBCM178,"29535"
NFPL120,"13582"
NOFY021,"23022"
NPRG075,"18696"
NEVF167,"18016"
NAIL056,"13176"
NPRG062,"11324"
NBCM026,"11490"
NBCM038,"13034"
NBCM046,"12494"
NBCM060,"12939"
NBCM087,"11600"
NBCM352,"16238"
NFPL073,"10725"
NFPL112,"18969"
NDGF025,"46292"
NMAG576,"21159"
NJAZ074,"88357"
NDBI023,"11328"
NDBI038,"10885"
NAIL111,"11372"
NMAG470,"10899"
NMET034,"38897"
NJAZ098,"92813"
NJAZ116,"12390"
NMSA260,"13759"
NPRG045,"11618"
NBCM130,"11490"
NBCM134,"66031"
NBCM170,"11182"
NFPL151,"11408"
NFPL169,"12435"
NDGF025,"11592"
NMMB453,"12463"
NMTP532,"11741"
NPEP301,"82075"
NFPL802,"14073"
NFPL806,"50966"
NFUF103,"11757"
NFUF106,"11034"
NFUF205,"13827"
NFUF406,"14077"
NFUF806,"12410"
NFUF822,"12310"
NFUF822,"14077"
NGEO011,"11790"
NGEO074,"12364"
NMFP533,"28547"
NFPL208,"24737"
NFPL212,"39246"
NFPL305,"11447"
NFPL307,"18084"
NFPL308,"11589"
NGEO107,"20575"
NGEO112,"12392"
NMFP405,"35910"
NMSA601,"68435"
NJAZ046,"53792"
NDMI077,"12164"
NEVF067,"11621"
NEVF104,"12681"
NBCM344,"11600"
NEVF119,"19759"
NEVF127,"11320"
NEVF130,"17641"
NEVF140,"13116"
NEVF145,"61696"
NEVF153,"11464"
NEVF154,"12367"
NFUF102,"12571"
NAFY019,"11543"
NAFY023,"11454"
NAFY026,"13269"
NAFY070,"11496"
NFOE022,"12494"
NFPL039,"11798"
NFPL044,"12143"
NAIL061,"11822"
NAIL074,"11822"
NAIL088,"68160"
NAIL106,"11309"
NAST002,"24188"
NJAZ073,"78657"
NJAZ073,"88357"
NJAZ172,"23675"
NJAZ176,"23675"
NMAG566,"67053"
NTIN060,"59276"
NOFY018,"17677"
NTMF064,"11924"
NPRG045,"80246"
NEVF518,"11793"
NAFY101,"70426"
NSCI020,"11924"
NMNV568,"62138"
NMIN112,"11329"
NJAZ170,"59412"
NMAG261,"86910"
NJAZ172,"78657"
NJAZ172,"59412"
NDMI100,"12406"
NPRG031,"24426"
NFUF304,"11846"
NMAG456,"75932"
NMMA122,"11772"
NMTP567,"11741"
NGEO106,"46292"
NPRG045,"11302"
NTMF333,"37918"
NMAI071,"11279"
NMAI071,"10734"
NSZZ502,"12731"
NSZZ502,"11664"
NAFY103,"11320"
NAST035,"11486"
NTMF008,"11332"
NFPL055,"11447"
NMSA601,"12338"
NDMI052,"11406"
NMFP534,"28547"
NOFY070,"13584"
NMTD404,"16457"
NMIN112,"11715"
NSWI177,"83603"
NAIL134,"11845"
NAIL134,"64406"
NAIL134,"93278"
NOFY152,"62293"
NOFY127,"12621"
NTMF100,"13996"
NOFY018,"12945"
NOFY130,"11212"
NOFY130,"11168"
NOFY130,"11370"
NOFY130,"11841"
NOFY130,"22962"
NMAT057,"16543"
NPRG045,"12117"
NTMF222,"43791"
NFUF402,"11570"
NFUF402,"12410"
NAIL121,"12755"
NMET025,"41772"
NOPT046,"12426"
NTVY003,"16590"
NTVY003,"11152"
NMAG111,"82230"
NSWI200,"32039"
NBCM067,"11304"
NFPL063,"11854"
NMAG111,"91937"
NMSA334,"13578"
NMTM104,"20791"
NMTD410,"20791"
NMTM162,"10728"
NMTM406,"83601"
NMUG202,"17187"
NMUG406,"11097"
NOFY028,"11793"
NOFY048,"11289"
NSZZ501,"16457"
NOFY083,"11793"
NOFY127,"25101"
NOOE001,"11300"
NOOE008,"11300"
NEVF176,"79994"
NOOE028,"11421"
NOOE072,"11629"
NOOE081,"13269"
NOOE219,"38575"
NOOE300,"25101"
NPEP302,"11765"
NOFY126,"12454"
NPFL082,"11601"
NPFL093,"12442"
NPFL145,"23005"
NPGR022,"30353"
NFPL218,"25262"
NSZZ501,"11664"
NMTM310,"11765"
NMTM310,"17787"
NPRG031,"12406"
NPRG031,"65461"
NPRG045,"11063"
NPRG045,"44350"
NPRG045,"13860"
NPRG045,"12672"
NPRG045,"43541"
NPRG045,"13037"
NPRG045,"13232"
NPRG045,"40505"
NPRG051,"11278"
NPRG051,"88580"
NSWI177,"32039"
NPRG071,"11324"
NPRG072,"11845"
NSWI134,"12117"
NSWI149,"10938"
NSWI178,"30014"
NTIN063,"12705"
NMFM202,"68652"
NTVY017,"11152"
NUMV059,"17787"
NUOS007,"12418"
NOFY066,"11387"
NMTP450,"12178"
NMTP576,"12184"
NOFY079,"11862"
NMMA162,"35909"
NMST532,"17952"
NMMA336,"11269"
NEVF550,"12681"
NOFY130,"11723"
NMIN266,"11318"
NMAG631,"11293"
NFPL310,"13582"
NPFL140,"74634"
NFUF101,"11846"
NFPL309,"18969"
NMAI059,"84593"
NOFY066,"33074"
NMMO536,"11336"
NJAZ068,"12390"
NTIN060,"90906"
NMFM201,"12098"
NMFM201,"88895"
NPRG005,"59496"
NFPL122,"10863"
NMAG336,"86909"
NMAT362,"13578"
NFUF818,"11570"
NTIN111,"60792"
NFPL219,"12284"
NMMA102,"19716"
NMFM104,"12354"
NJAZ090,"64280"
NFPL112,"11524"
NTMF071,"37919"
NAIL029,"12755"
NOFY151,"11494"
NAIL062,"59276"
NMAI055,"11310"
NMAG111,"89529"
NMTD301,"17187"
NTIN102,"60792"
NPRG035,"66262"
NPRG035,"10732"
NBCM098,"12955"
NOFY151,"12450"
NFUF302,"11075"
NMAF063,"12944"
NMTM405,"83601"
NSWI120,"10732"
NCGD008,"11324"
NOFY163,"12944"
NBCM179,"11775"
NPRG045,"98099"
NFUF831,"11075"
NMFP531,"11380"
NAIL130,"27504"
NPFL142,"11573"
NFPL124,"10864"
NFPL124,"11841"
NMAG575,"21159"
NFPL146,"11426"
NBCM094,"11582"
NBCM094,"13761"
NBCM094,"71987"
NFPL146,"12836"
NMAG458,"74265"
NOFY071,"12411"
NOFY080,"24737"
NMAG498,"92793"
NPFL143,"11573"
NMAG337,"80390"
NFPL310,"12706"
NDMI028,"12460"
NTIN060,"82771"
NJAZ072,"11567"
NJAZ172,"48144"
NJAZ091,"78657"
NJAZ091,"68968"
NMMA491,"98130"
NMMA491,"16543"
NMUG361,"17187"
NMTM101,"83502"
NMTM303,"10728"
NPRG062,"65461"
NMAG535,"47267"
NOFY022,"11629"
NMIN105,"12164"
NEVF121,"11793"
NEVF168,"11387"
NEVF501,"13256"
NEVF523,"11621"
NEVF525,"11326"
NEVF525,"11564"
NEVF526,"11621"
NEVF533,"11471"
NEVF538,"12577"
NFOE015,"11856"
NMIN105,"82231"
NMAI066,"11774"
NMEK450,"12098"
NMET056,"11617"
NMAI057,"12193"
NMMA454,"11491"
NFPL031,"12674"
NFPL045,"11536"
NFPL045,"11589"
NFPL049,"18969"
NFPL062,"11635"
NFPL066,"10850"
NFPL083,"23022"
NFPL101,"17396"
NFPL145,"12591"
NFPL130,"12706"
NFPL131,"11447"
NJSF118,"11305"
NJSF130,"42400"
NJSF156,"11825"
NJSF161,"89875"
NJSF162,"11453"
NFPL157,"12415"
NFPL216,"33074"
NFPL251,"10864"
NFPL307,"11729"
NMEK606,"12263"
NMET010,"29846"
NMNV468,"68974"
NFPL801,"11854"
NFPL801,"11347"
NFPL801,"11473"
NFUF301,"11327"
NFUF305,"12310"
NMMA201,"19716"
NFUF701,"11849"
NFUF812,"34165"
NFUF820,"14077"
NGEO034,"11525"
NGEO035,"11861"
NGEO082,"11525"
NGEO084,"43439"
NGEO113,"13396"
NJAZ017,"76387"
NJAZ081,"11412"
NJAZ087,"10853"
NJAZ094,"53792"
NJAZ108,"76387"
NJSF064,"12594"
NJSF079,"11568"
NJSF127,"12251"
NJSF128,"12251"
NJSF143,"12916"
NJSF159,"11453"
NJSF193,"11327"
NJSF196,"12594"
NMAF037,"12363"
NMMO212,"11112"
NMMO461,"11259"
NMMO532,"11336"
NMNM332,"11668"
NFPL028,"67027"
NMAG567,"12129"
NMAG662,"23705"
NMAI074,"11108"
NMIN111,"20679"
NMET073,"13348"
NMET067,"11160"
NMET079,"11482"
NMET505,"11617"
NMET519,"11599"
NMET528,"13397"
NBCM241,"76971"
NMET061,"10832"
NMET076,"10832"
NMET513,"11617"
NMET527,"13397"
NMFM611,"11380"
NMIN201,"11282"
NMIN331,"12460"
NMIN365,"48915"
NJAZ070,"58753"
NJAZ170,"23675"
NMMA431,"12495"
NMMA452,"12308"
NMMA455,"11466"
NMMA455,"12970"
NMMA459,"12970"
NMMA459,"22975"
NMMA579,"12136"
NMMB366,"17391"
NMMB473,"11171"
NMNV361,"13003"
NMNV461,"11638"
NMNV503,"14271"
NMNV623,"12447"
NJAZ074,"78657"
NMSA407,"12436"
NMTM161,"16457"
NMTM401,"11664"
NMUG501,"17187"
NMTD305,"16457"
NTVY019,"11239"
NMFM260,"76131"
NMFM332,"11576"
NMFP406,"12632"
NMFP432,"12382"
NMAF014,"12707"
NOFY023,"13584"
NOFY031,"10733"
NOFY052,"11591"
NFUF814,"13827"
NOFY161,"12720"
NMMA407,"12944"
NOOE010,"11830"
NOOE033,"12413"
NOOE046,"11360"
NOOE046,"11421"
NOOE046,"12789"
NOOE136,"11300"
NOPT042,"16584"
NMAI058,"68975"
NPFL070,"15807"
NPFL103,"11040"
NPFL118,"10875"
NAFY003,"11078"
NAFY017,"12494"
NAFY037,"20098"
NAFY079,"11616"
NAFY084,"12704"
NAFY084,"11078"
NAIL028,"21467"
NAIL069,"59276"
NAIL076,"12948"
NAIL127,"33844"
NPFL125,"27504"
NPGR030,"15147"
NPOZ007,"12454"
NPRF017,"11592"
NOFY161,"10956"
NPRG045,"64406"
NPRG045,"30014"
NPRG045,"11282"
NPRG045,"74478"
NAST031,"11144"
NAST031,"13007"
NAST038,"13007"
NBCM041,"11775"
NBCM055,"12955"
NBCM070,"21455"
NBCM080,"12591"
NPRG062,"64406"
NPRG079,"11845"
NSWI057,"11288"
NSWI164,"12088"
NTIN004,"11845"
NTIN050,"11063"
NTIN103,"12164"
NTIN103,"75254"
NMNM201,"11668"
NMMB432,"60792"
NMMB471,"64736"
NBCM143,"12882"
NBCM175,"11168"
NBCM217,"12167"
NBCM217,"13000"
NBCM235,"17076"
NBCM307,"11168"
NBCM317,"11620"
NTVY016,"73760"
NUIN019,"13270"
NPRG013,"83603"
NCHF073,"89046"
NDBI040,"11272"
NDGF012,"11099"
NDIN007,"11433"
NDMI009,"11406"
NDMI041,"11406"
NDMI111,"10752"
NDMI117,"83208"
NEVF112,"11387"
NAFY105,"11160"
NMMA454,"35909"
NMSA333,"11614"
NOFY056,"36435"
NDMI011,"37173"
NAIL056,"12463"
NMMA345,"16543"
NAST042,"38279"
NBCM042,"11775"
NBCM042,"12411"
NBCM056,"11510"
NBCM080,"11593"
NBCM093,"38575"
NBCM093,"11304"
NFPL067,"11524"
NFPL067,"18969"
NFPL080,"13439"
NFPL092,"11078"
NFPL108,"11303"
NFPL140,"11524"
NBCM097,"11780"
NJAZ098,"68968"
NBCM154,"10731"
NFPL147,"11635"
NMET004,"11160"
NFPL149,"10850"
NMET005,"12811"
NFPL151,"12591"
NFPL151,"12837"
NFPL159,"11723"
NFPL179,"11438"
NFPL180,"11476"
NJAZ071,"58753"
NFPL802,"11743"
NFPL806,"28321"
NFUF205,"11034"
NFUF805,"11570"
NFUF830,"12310"
NGEO090,"11861"
NBCM174,"19204"
NBCM176,"11490"
NBCM176,"11600"
NFPL193,"11976"
NFPL198,"13439"
NFPL206,"12435"
NMMA201,"12972"
NMNM201,"60790"
NDMI041,"37173"
NFPL250,"65864"
NFPL306,"11543"
NFPL308,"13310"
NFPL308,"18085"
NGEO099,"12798"
NJAZ011,"23675"
NJAZ050,"11412"
NDMI078,"12426"
NEVF107,"12437"
NEVF116,"11320"
NBCM183,"12388"
NBCM208,"11276"
NBCM210,"11424"
NBCM223,"12591"
NBCM308,"11168"
NBCM344,"11410"
NBCM346,"63390"
NBCM348,"51225"
NEVF138,"16837"
NEVF145,"13227"
NEVF158,"10850"
NEVF164,"11747"
NOFY024,"12853"
NEVF515,"13116"
NEVF530,"11564"
NEVF531,"16837"
NDMI118,"10752"
NAFY023,"11553"
NAFY038,"11783"
NAFY070,"13116"
NAFY078,"12789"
NAFY085,"11543"
NOOE126,"12789"
NFOE010,"11856"
NFOE020,"11856"
NFPL003,"13761"
NAIL080,"12463"
NAIL080,"13176"
NAIL106,"14650"
NTIN071,"16584"
NAST014,"11982"
NPEP403,"82075"
NSZZ502,"10728"
NOFY162,"12850"
NMMO660,"24235"
NEVF122,"11793"
NPRG045,"92597"
NAFY101,"17393"
NSCI020,"18412"
NMAI058,"82351"
NMAI059,"96761"
NMAG111,"86910"
NBCM177,"11438"
NMAG261,"11465"
NJAZ072,"12390"
NPRG031,"59496"
NMST412,"12436"
NTIN067,"12418"
NMMA204,"19716"
NPRG057,"10732"
NTIN066,"11063"
NOPT016,"44027"
NSZZ502,"11765"
NEVF504,"12681"
NDIN019,"70580"
NPFL124,"43541"
NMMB336,"94368"
NMTD302,"17187"
NMTM202,"12731"
NMAI071,"76957"
NTIN071,"11606"
NPGR033,"88122"
NPRG005,"11845"
NMAG206,"82231"
NJSF073,"12427"
NMAI059,"23828"
NMFM334,"11518"
NBCM103,"11371"
NBCM103,"11775"
NMTM102,"17787"
NSWI170,"10963"
NMEK412,"95692"
NOFY054,"11075"
NOFY130,"11779"
NMFM306,"99163"
NOFY065,"11783"
NAFY010,"11360"
NTMF222,"11289"
NFUF402,"68394"
NTIN071,"12755"
NAIL133,"88570"
NMAI058,"12164"
NSWI200,"94223"
NMMA204,"43666"
NMTM208,"11664"
NMTM306,"17787"
NOFY060,"11408"
NOFY066,"13298"
NMTM402,"11664"
NMTM406,"11765"
NFOE002,"11553"
NMUG402,"11494"
NMUG410,"16457"
NFPL098,"11476"
NMMA221,"89257"
NSZZ501,"20791"
NOFY125,"12837"
NOFY127,"11629"
NOOE001,"15147"
NOOE008,"12095"
NOOE015,"11582"
NOOE016,"11421"
NOOE016,"14070"
NOOE107,"11783"
NOOE219,"12411"
NOPT057,"10752"
NPEP402,"11550"
NPFL128,"11597"
NPGR026,"16878"
NPOZ008,"11327"
NPOZ008,"11339"
NPRF031,"12811"
NJAZ075,"12390"
NSZZ501,"10728"
NPRG045,"11804"
NPRG045,"75877"
NPRG045,"60792"
NPRG045,"11597"
NJAZ100,"68968"
NDMI087,"62293"
NPRG045,"16584"
NPRG069,"11845"
NPRG069,"54720"
NPRG080,"11581"
NSWI026,"51781"
NSWI071,"11615"
NSWI104,"10740"
NSWI131,"12672"
NPRG082,"96460"
NSZZ010,"11445"
NTIN041,"11791"
NTIN042,"12439"
NTIN081,"11063"
NTIN100,"11606"
NTMF081,"11047"
NTMF112,"11862"
NTVY015,"71059"
NTVY017,"16590"
NTVY017,"71059"
NTVY017,"78660"
NDMI051,"12406"
NDMI051,"82769"
NUFY067,"11325"
NFPL192,"11438"
NFPL192,"14073"
NFPL192,"24737"
NDMI012,"94340"
NPRG045,"74634"
NOFY066,"10863"
NMST571,"13321"
NMMA204,"86946"
NOFY152,"76385"
NMFP434,"85804"
NPEP904,"11811"
NOOE003,"11566"
NOFY130,"12478"
NOPT059,"16584"
NMAI054,"99472"
NMFM202,"96623"
NPFL140,"45589"
NPFL140,"19864"
NFUF101,"13310"
NOFY075,"25006"
NDMI022,"11098"
NMFP462,"11380"
NFUF901,"11977"
NJAZ207,"92813"
NMNM338,"95157"
NTMF038,"11483"
NFPL310,"11349"
NFUF818,"12410"
NFUF201,"11780"
NMAG112,"74265"
NBCM088,"11600"
NJSF031,"11727"
NOFY162,"10956"
NOFY142,"11494"
NMMB534,"85949"
NCHF072,"16400"
NAFY032,"17393"
NFPL199,"11543"
NMAI059,"93912"
NAIL106,"13270"
NOFY028,"11212"
NTIN060,"80381"
NMAF035,"11621"
NCHF072,"19302"
NAIL124,"98098"
